 1053181 395646 258478.812   61  740 258533.368 256701.816  0.71%  60.7 1690s
 1057687 397212 257656.305   49 1229 258533.368 256704.443  0.71%  60.7 1696s
 1060855 398150 257664.383   58 1413 258533.368 256706.382  0.71%  60.7 1700s
 1065411 399667 257192.837   53 1095 258533.368 256709.258  0.71%  60.7 1707s
 1068537 400648 257176.826   50 1515 258533.368 256711.078  0.70%  60.7 1711s
 1071785 401616 infeasible   67      258533.368 256713.014  0.70%  60.7 1716s
 1074877 402487 258316.895   58  697 258533.368 256714.847  0.70%  60.7 1720s
 1079243 403953 257716.636   55 1136 258533.368 256717.068  0.70%  60.7 1726s
 1082394 404912 258307.073   59 1394 258533.368 256718.661  0.70%  60.7 1730s
 1085382 405843 258190.494   66  490 258533.368 256720.550  0.70%  60.7 1735s
 1090114 407129 257580.687   56 1478 258533.368 256723.155  0.70%  60.7 1741s
 1093105 408091 257734.878   54 1566 258533.368 256725.289  0.70%  60.7 1746s
 1096235 409039 257727.895   57 1481 258533.368 256727.142  0.70%  60.8 1750s
 1099262 409948 257511.752   55 1099 258533.368 256729.029  0.70%  60.8 1755s
 1102421 410933 258388.256   70  885 258533.368 256730.915  0.70%  60.8 1760s
 1107048 412469 257802.813   47 1500 258533.368 256734.250  0.70%  60.8 1766s
 1110181 413362 257544.584   53 1139 258533.368 256735.964  0.70%  60.8 1770s
 1114825 414847 258355.354   58  828 258533.368 256738.277  0.69%  60.8 1776s
 1117934 415816 257408.665   56 1129 258533.368 256740.202  0.69%  60.8 1781s
 1120998 416770 258531.550   50 1011 258533.368 256741.929  0.69%  60.8 1786s
 1124282 417766 infeasible   47      258533.368 256743.803  0.69%  60.8 1790s
 1127321 418726     cutoff   62      258533.368 256745.511  0.69%  60.8 1795s
 1131955 420088     cutoff   62      258533.368 256748.209  0.69%  60.8 1801s
 1135016 421035 257519.416   47 1176 258533.368 256750.399  0.69%  60.8 1806s
 1138281 422002 258145.006   59  810 258533.368 256752.313  0.69%  60.8 1811s
 1141210 422996 258247.786   72  848 258533.368 256754.015  0.69%  60.8 1815s
 1145692 424307 258188.879   44 1547 258533.368 256756.676  0.69%  60.8 1821s
 1148812 425149     cutoff   57      258533.368 256758.497  0.69%  60.8 1826s
 1151898 426086     cutoff   48      258533.368 256760.136  0.69%  60.9 1830s
 1153457 426646 257451.268   51  867 258533.368 256760.946  0.69%  60.9 1858s
 1155152 427083 257295.881   48 1324 258533.368 256761.838  0.69%  60.8 1930s
 1159682 428539 258264.223   54 1451 258533.368 256764.417  0.68%  60.9 1936s
 1162768 429513 258381.473   57 1495 258533.368 256766.044  0.68%  60.9 1941s
 1165945 430534 258015.299   57 1410 258533.368 256767.617  0.68%  60.9 1945s
 1170542 432043 257804.313   64  627 258533.368 256770.291  0.68%  60.9 1952s
 1173775 432903 257222.705   52 1053 258533.368 256771.882  0.68%  60.9 1956s
 1176761 433736     cutoff   53      258533.368 256773.575  0.68%  60.9 1960s
 1181289 434976 258322.401   58 1454 258533.368 256775.943  0.68%  60.9 1966s
 1184393 435870 257508.405   46 1133 258533.368 256777.855  0.68%  60.9 1970s
 1187373 436772 257787.413   51 1074 258533.368 256779.663  0.68%  60.9 1975s
 1192080 438154 258452.148   76  560 258533.368 256782.213  0.68%  60.9 1981s
 1195098 439062     cutoff   54      258533.368 256783.966  0.68%  60.9 1986s
 1197004 439721 257979.696   58  849 258533.368 256784.918  0.68%  60.9 1990s
 1201970 441209 infeasible   52      258533.368 256787.654  0.68%  60.9 1996s
 1205137 442175     cutoff   58      258533.368 256789.410  0.67%  60.9 2001s
 1208324 443214 257864.126   76 1247 258533.368 256790.946  0.67%  60.9 2005s
 1212644 444579 258502.179   63  661 258533.368 256793.356  0.67%  60.9 2011s
 1215767 445138 257515.734   42 1507 258533.368 256795.133  0.67%  60.9 2017s
 1217300 446104 257735.322   48 1094 258533.368 256795.916  0.67%  60.9 2021s
 1220481 447062     cutoff   57      258533.368 256797.722  0.67%  60.9 2026s
 1223670 447991 256943.535   54  828 258533.368 256799.284  0.67%  60.9 2030s
 1228291 449248 258497.153   67  584 258533.368 256801.711  0.67%  60.9 2036s
 1231323 450153     cutoff   68      258533.368 256803.123  0.67%  60.9 2041s
 1234523 451144 258159.720   64  746 258533.368 256804.755  0.67%  60.9 2045s
 1237746 452083 257997.593   48 1098 258533.368 256806.708  0.67%  60.9 2050s
 1242406 453525 257854.352   62 1318 258533.368 256809.331  0.67%  60.9 2056s
 1245420 454416 258151.460   50 1181 258533.368 256810.981  0.67%  60.9 2060s
 1248668 455454     cutoff   55      258533.368 256812.691  0.67%  60.9 2065s
 1253301 456767     cutoff   63      258533.368 256815.150  0.66%  60.9 2071s
 1256660 457649 258218.672   46 1401 258533.368 256816.746  0.66%  60.9 2075s
 1259565 458614 258348.703   65 1222 258533.368 256818.229  0.66%  60.9 2080s
 1264149 460034 258452.648   56  975 258533.368 256820.603  0.66%  60.9 2086s
 1267234 460879     cutoff   57      258533.368 256822.002  0.66%  60.9 2090s
 1271897 462313 257577.043   51 1504 258533.368 256824.217  0.66%  60.9 2097s
 1275053 463161 258192.616   53 1131 258533.368 256825.756  0.66%  60.9 2101s
 1277981 464147 257735.956   64 1483 258533.368 256827.496  0.66%  61.0 2105s
 1281080 465087 258459.753   70  672 258533.368 256828.955  0.66%  61.0 2110s
 1286010 466617 257155.177   59  963 258533.368 256831.297  0.66%  60.9 2116s
 1289148 467617     cutoff   61      258533.368 256832.608  0.66%  60.9 2121s
 1292208 468564 257411.787   47 1514 258533.368 256834.107  0.66%  60.9 2125s
 1296941 469987 258496.683   64  970 258533.368 256836.323  0.66%  60.9 2131s
 1300017 470786 258244.269   60  888 258533.368 256837.949  0.66%  60.9 2136s
 1303032 471607 258442.721   60 1076 258533.368 256839.460  0.66%  61.0 2140s
 1306124 472505 257773.729   58  719 258533.368 256840.894  0.65%  61.0 2145s
 1310756 473911 257714.231   51 1463 258533.368 256843.099  0.65%  61.0 2151s
 1313917 474862     cutoff   49      258533.368 256844.581  0.65%  61.0 2155s
 1317048 475814     cutoff   77      258533.368 256846.449  0.65%  61.0 2160s
 1321894 477160 infeasible   55      258533.368 256848.819  0.65%  61.0 2166s
 1324974 478021 258366.000   69  650 258533.368 256850.323  0.65%  61.0 2171s
 1328181 478929 258418.603   61  923 258533.368 256851.848  0.65%  61.0 2175s
 1332703 480076     cutoff   51      258533.368 256853.881  0.65%  61.0 2182s
 1335732 481052     cutoff   46      258533.368 256855.500  0.65%  61.0 2186s
 1338999 481892     cutoff   70      258533.368 256856.919  0.65%  61.0 2190s
 1342080 482888     cutoff   54      258533.368 256858.368  0.65%  61.0 2195s
 1346908 484282 257737.910   59 1469 258533.368 256860.755  0.65%  61.0 2201s
 1349975 485172 257093.732   61  834 258533.368 256862.151  0.65%  61.0 2205s
 1354597 486510 257749.146   56 1006 258533.368 256864.328  0.65%  61.0 2211s
 1357666 487405     cutoff   52      258533.368 256865.732  0.65%  61.0 2216s
 1360926 488187     cutoff   48      258533.368 256867.500  0.64%  61.0 2220s
 1362297 488647 257076.707   50 1089 258533.368 256868.222  0.64%  61.0 2226s
 1365510 489650 257707.779   56 1476 258533.368 256869.618  0.64%  61.0 2231s
 1368631 490464     cutoff   56      258533.368 256870.904  0.64%  61.0 2235s
 1373088 491749 257836.490   47 1369 258533.368 256872.975  0.64%  61.0 2241s
 1375987 492696     cutoff   47      258533.368 256874.408  0.64%  61.0 2246s
 1379224 493674 257017.846   52 1017 258533.368 256876.259  0.64%  61.0 2250s
 1384046 494934 257441.940   54 1570 258533.368 256878.536  0.64%  61.0 2256s
 1387225 495852     cutoff   59      258533.368 256880.199  0.64%  61.0 2261s
 1390390 496831 257868.298   70  616 258533.368 256881.963  0.64%  61.0 2265s
 1395078 498089 257619.306   58  984 258533.368 256883.817  0.64%  61.0 2272s
 1398149 499029 infeasible   52      258533.368 256885.183  0.64%  61.0 2276s
 1401295 500001 258307.294   61 1295 258533.368 256886.560  0.64%  61.0 2280s
 1406128 501326 258383.928   83  452 258533.368 256888.592  0.64%  61.0 2286s
 1409203 502231 257847.644   54 1436 258533.368 256890.062  0.64%  61.0 2291s
 1412465 503111     cutoff   53      258533.368 256891.716  0.63%  61.0 2295s
 1416906 504382 257364.775   52 1347 258533.368 256893.495  0.63%  61.0 2301s
 1420027 505426     cutoff   58      258533.368 256895.099  0.63%  61.0 2305s
 1423056 506260     cutoff   34      258533.368 256896.370  0.63%  61.0 2310s
 1427831 507618     cutoff   52      258533.368 256898.529  0.63%  61.0 2316s
 1430945 508507 258058.629   55 1100 258533.368 256899.955  0.63%  61.0 2320s
 1435396 509760 258320.466   55  953 258533.368 256901.887  0.63%  61.0 2327s
 1438541 510704 258106.152   68 1032 258533.368 256903.147  0.63%  61.0 2331s
 1441595 511666 257354.406   53 1434 258533.368 256904.538  0.63%  61.0 2335s
 1444620 512686 258170.549   54 1347 258533.368 256905.791  0.63%  61.0 2340s
 1449471 514084 257480.728   44 1434 258533.368 256908.041  0.63%  61.0 2346s
 1452683 514854     cutoff   66      258533.368 256909.414  0.63%  61.0 2350s
 1454372 515312 257469.931   48 1485 258533.368 256910.317  0.63%  61.0 2355s
 1459161 516676 257996.372   65  606 258533.368 256912.221  0.63%  61.0 2361s
 1462375 517587 257945.674   48 1382 258533.368 256913.507  0.63%  61.0 2366s
 1466885 518794 258524.873   53 1098 258533.368 256915.498  0.63%  61.0 2372s
 1469865 519682 258361.913   43 1473 258533.368 256916.676  0.63%  61.0 2376s
 1472894 520670     cutoff   58      258533.368 256918.107  0.62%  61.0 2380s
 1477594 522197 257541.384   57 1084 258533.368 256920.132  0.62%  61.0 2387s
 1480691 523044 258427.358   54 1110 258533.368 256921.746  0.62%  61.0 2391s
 1483784 523812     cutoff   70      258533.368 256922.955  0.62%  61.0 2395s
 1488442 525196 258074.641   40 1662 258533.368 256924.843  0.62%  61.0 2401s
 1491606 526106 258082.570   53 1515 258533.368 256925.963  0.62%  61.0 2405s
 1494705 526964 257798.391   57 1382 258533.368 256927.179  0.62%  61.0 2410s
 1499416 528376     cutoff   64      258533.368 256929.226  0.62%  61.0 2416s
 1502494 529346 257504.319   55 1184 258533.368 256930.404  0.62%  61.0 2421s
 1505527 530117     cutoff   54      258533.368 256931.632  0.62%  61.0 2425s
 1510244 531423 258007.800   54 1149 258533.368 256933.826  0.62%  61.0 2431s
 1512372 532986 257724.389   56 1433 258533.368 256934.675  0.62%  60.9 2441s
 1519204 533907     cutoff   49      258533.368 256937.631  0.62%  61.0 2446s
 1522579 534863 258120.161   58 1462 258533.368 256938.954  0.62%  60.9 2450s
 1524623 535442 257251.861   51 1547 258533.368 256939.816  0.62%  60.9 2456s
 1527893 536387 257444.475   51 1250 258533.368 256941.154  0.62%  61.0 2461s
 1531264 537210 infeasible   62      258533.368 256942.594  0.62%  61.0 2466s
 1534434 537922 257597.175   43 1230 258533.368 256943.920  0.61%  61.0 2470s
 1539003 539298 258133.285   53 1345 258533.368 256945.614  0.61%  61.0 2476s
 1542081 540174 257752.232   49 1487 258533.368 256946.855  0.61%  61.0 2480s
 1545218 540932 257778.155   52 1220 258533.368 256948.124  0.61%  61.0 2485s
 1549968 541793 258264.270   45 1457 258533.368 256949.867  0.61%  61.0 2492s
 1553004 542643 257996.869   61 1073 258533.368 256951.054  0.61%  61.0 2496s
 1556187 543526 257735.845   65 1344 258533.368 256952.283  0.61%  61.0 2500s
 1560951 544800 258431.454   52 1470 258533.368 256953.997  0.61%  61.0 2506s
 1564043 545710 257503.999   65 1398 258533.368 256955.272  0.61%  60.9 2511s
 1567180 546501     cutoff   52      258533.368 256956.478  0.61%  60.9 2515s
 1571850 547742 258069.634   49 1183 258533.368 256958.410  0.61%  60.9 2521s
 1575039 548551     cutoff   57      258533.368 256959.728  0.61%  60.9 2526s
 1578232 549442     cutoff   59      258533.368 256960.926  0.61%  60.9 2530s
 1581243 550256     cutoff   48      258533.368 256962.002  0.61%  60.9 2535s
 1586001 551465 258220.652   61 1405 258533.368 256963.885  0.61%  60.9 2541s
 1589062 552389 257737.254   54 1269 258533.368 256964.992  0.61%  60.9 2545s
 1593776 553620     cutoff   56      258533.368 256966.825  0.61%  60.9 2551s
 1596753 554534 257862.417   65  995 258533.368 256968.000  0.61%  60.9 2555s
 1599946 555346 258170.630   61  653 258533.368 256969.284  0.60%  60.9 2560s
 1604492 556563     cutoff   48      258533.368 256970.969  0.60%  60.9 2566s
 1607431 557415 257439.538   55 1055 258533.368 256972.224  0.60%  60.9 2570s
 1610581 558326 258236.529   54 1304 258533.368 256973.280  0.60%  60.9 2575s
 1615242 559611 257500.823   51 1415 258533.368 256975.048  0.60%  60.9 2581s
 1618350 560465     cutoff   68      258533.368 256976.504  0.60%  60.9 2586s
 1621360 561233     cutoff   58      258533.368 256977.844  0.60%  60.9 2590s
 1625929 562385 257614.180   65 1127 258533.368 256979.732  0.60%  61.0 2596s
 1629010 563159     cutoff   54      258533.368 256980.846  0.60%  61.0 2601s
 1632252 564048 258374.972   57 1471 258533.368 256982.056  0.60%  60.9 2605s
 1635432 564804     cutoff   58      258533.368 256983.422  0.60%  61.0 2610s
 1640117 566083 257537.243   46 1295 258533.368 256985.385  0.60%  60.9 2616s
 1643262 566659 infeasible   61      258533.368 256986.675  0.60%  61.0 2623s
 1644566 567227 257604.223   55 1139 258533.368 256987.367  0.60%  61.0 2626s
 1648122 568182 258258.039   54  755 258533.368 256988.717  0.60%  60.9 2630s
 1651494 569023 257706.231   42 1430 258533.368 256990.124  0.60%  60.9 2635s
 1656090 570226 257730.774   52  945 258533.368 256991.938  0.60%  60.9 2641s
 1659046 571051 257703.693   63 1228 258533.368 256993.024  0.60%  60.9 2646s
 1662054 571489     cutoff   58      258533.368 256994.066  0.60%  60.9 2658s
 1662071 571896 257574.041   54  968 258533.368 256994.135  0.60%  60.9 2660s

Cutting planes:
  Gomory: 438
  MIR: 586
  StrongCG: 2
  Flow cover: 487
  RLT: 2
  Relax-and-lift: 2

Explored 1663993 nodes (101419996 simplex iterations) in 2660.93 seconds (4477.16 work units)
Thread count was 10 (of 10 available processors)

Solution count 10: 258533 258533 258843 ... 260950

Solve interrupted
Warning: max constraint violation (4.6019e-04) exceeds tolerance
Warning: max general constraint violation (4.6019e-04) exceeds tolerance
Best objective 2.585333682320e+05, best bound 2.569947407791e+05, gap 0.5951%

User-callback calls 3524131, time in user-callback 6.41 sec
 ----------------------------------------
Time to run:, 2789.4801301956177 ,seconds
The value of the objective using Gurobi is, 258533.37 
Manuf_0001 , -0.0 , 20 , 20.0
Retail_0001 , 20.0 , 0 , 0.0
Manuf_0002 , 0.0 , 20 , 20.0
Retail_0002 , 20.0 , 0 , 0.0
Manuf_0003 , 0.0 , 20 , 20.0
Retail_0003 , 20.0 , 0 , 0.0
Manuf_0004 , -0.0 , 20 , 20.0
Manuf_0005 , 0.0 , 20 , 20.0
Manuf_0006 , 10.0 , 20 , 30.0
Retail_0004 , 30.0 , 0 , 0.0
Manuf_0007 , 5.0 , 20 , 25.0
Manuf_0008 , 18.0 , 20 , 38.0
Retail_0005 , 38.0 , 0 , 0.0
Manuf_0009 , 12.0 , 20 , 32.0
Manuf_0010 , 9.0 , 20 , 29.0
Manuf_0011 , -0.0 , 20 , 20.0
Retail_0006 , 20.0 , 0 , 0.0
Manuf_0012 , -0.0 , 20 , 20.0
Manuf_0013 , -0.0 , 20 , 20.0
Retail_0007 , 20.0 , 0 , 0.0
Manuf_0014 , -0.0 , 20 , 20.0
Manuf_0015 , 8.0 , 20 , 28.0
Retail_0009 , 28.0 , 0 , 0.0
Manuf_0016 , 8.0 , 20 , 28.0
Manuf_0017 , -0.0 , 20 , 20.0
Retail_0008 , 20.0 , 0 , 0.0
Manuf_0018 , -0.0 , 20 , 20.0
Manuf_0019 , 10.0 , 20 , 30.0
Retail_0010 , 30.0 , 0 , 0.0
Manuf_0020 , 10.0 , 20 , 30.0
Manuf_0021 , 7.0 , 20 , 27.0
Manuf_0022 , 10.0 , 20 , 30.0
Retail_0011 , 30.0 , 0 , 0.0
Manuf_0023 , 10.0 , 20 , 30.0
Manuf_0024 , 7.0 , 20 , 27.0
Manuf_0025 , 19.0 , 20 , 39.0
Retail_0012 , 39.0 , 0 , 0.0
Manuf_0026 , 12.0 , 20 , 32.0
Manuf_0027 , -0.0 , 20 , 12.0
Retail_0013 , 12.0 , 0 , 0.0
Manuf_0028 , 0.0 , 20 , 12.0
Manuf_0029 , -0.0 , 20 , 20.0
Retail_0014 , 20.0 , 0 , 0.0
Manuf_0030 , 0.0 , 20 , 20.0
Retail_0017 , 20.0 , 0 , 0.0
Manuf_0031 , -0.0 , 20 , 20.0
Manuf_0032 , -0.0 , 20 , 20.0
Retail_0016 , 20.0 , 0 , 0.0
Manuf_0033 , 0.0 , 20 , 20.0
Retail_0018 , 20.0 , 0 , 0.0
Manuf_0034 , -0.0 , 20 , 20.0
Manuf_0035 , 8.0 , 20 , 28.0
Retail_0019 , 28.0 , 0 , 0.0
Retail_0020 , 32.0 , 0 , 0.0
Manuf_0036 , 8.0 , 20 , 28.0
Manuf_0037 , 12.0 , 20 , 32.0
Manuf_0038 , 0.0 , 20 , 20.0
Retail_0021 , 20.0 , 0 , 0.0
Retail_0022 , 20.0 , 0 , 0.0
Manuf_0039 , 0.0 , 20 , 20.0
Manuf_0040 , 0.0 , 20 , 20.0
Manuf_0041 , 0.0 , 20 , 20.0
Manuf_0042 , -0.0 , 20 , 20.0
Manuf_0043 , 0.0 , 20 , 0.0
Retail_0023 , 0.0 , 0 , 0.0
Manuf_0044 , 0.0 , 20 , 0.0
Manuf_0045 , 12.0 , 20 , 0.0
Retail_0024 , 0.0 , 0 , 0.0
Manuf_0046 , 10.0 , 20 , 30.0
Retail_0025 , 30.0 , 0 , 0.0
Manuf_0047 , 16.0 , 20 , 0.0
Manuf_0048 , 10.0 , 20 , 30.0
Part_0001 , 0 , 13 , -0.0
Part_0002 , 0 , 4 , -0.0
Part_0003 , 0 , 8 , -0.0
Part_0004 , 0 , 17 , -0.0
Part_0005 , 0 , 5 , -0.0
Part_0006 , 0 , 12 , -0.0
Part_0007 , 0 , 20 , -0.0
Part_0008 , 0 , 5 , -0.0
Part_0009 , 0 , 7 , -0.0
Part_0010 , 0 , 19 , -0.0
Part_0011 , 0 , 13 , 0.0
Part_0012 , 0 , 11 , -0.0
Part_0013 , 0 , 17 , 0.0
Part_0014 , 0 , 37 , 0.0
Part_0015 , 0 , 13 , -0.0
Part_0016 , 0 , 8 , 0.0
Part_0017 , 0 , 5 , 0.0
Part_0018 , 0 , 9 , -0.0
Part_0019 , 0 , 15 , -0.0
Part_0020 , 0 , 10 , -0.0
Part_0021 , 0 , 8 , -0.0
Part_0022 , 0 , 33 , -0.0
Part_0023 , 0 , 10 , 0.0
Part_0024 , 0 , 11 , -0.0
Part_0025 , 0 , 10 , 0.0
Part_0026 , 0 , 8 , 0.0
Part_0027 , 0 , 21 , 8.0
Part_0028 , 0 , 12 , 10.0
Part_0029 , 0 , 5 , 5.0
Part_0030 , 0 , 17 , -0.0
Part_0031 , 0 , 25 , 10.0
Part_0032 , 0 , 16 , 10.0
Part_0033 , 0 , 22 , -0.0
Part_0034 , 0 , 10 , 10.0
Part_0035 , 0 , 18 , 18.0
Part_0036 , 0 , 9 , 9.0
Part_0037 , 0 , 23 , -0.0
Part_0038 , 0 , 8 , 8.0
Part_0039 , 0 , 8 , 8.0
Part_0040 , 0 , 12 , 12.0
Part_0041 , 0 , 11 , -0.0
Part_0042 , 0 , 13 , -0.0
Part_0043 , 0 , 10 , -0.0
Part_0044 , 0 , 15 , -0.0
Part_0045 , 0 , 11 , -0.0
Part_0046 , 0 , 11 , -0.0
Part_0047 , 0 , 18 , -0.0
Part_0048 , 0 , 18 , -0.0
Part_0049 , 0 , 10 , -0.0
Part_0050 , 0 , 12 , -0.0
Part_0051 , 0 , 15 , -0.0
Part_0052 , 0 , 9 , -0.0
Part_0053 , 0 , 18 , -0.0
Part_0054 , 0 , 15 , -0.0
Part_0055 , 0 , 14 , -0.0
Part_0056 , 0 , 5 , -0.0
Part_0057 , 0 , 20 , -0.0
Part_0058 , 0 , 2 , -0.0
Part_0059 , 0 , 11 , -0.0
Part_0060 , 0 , 17 , 8.0
Part_0061 , 0 , 19 , 8.0
Part_0062 , 0 , 8 , 8.0
Part_0063 , 0 , 17 , 10.0
Part_0064 , 0 , 9 , 9.0
Part_0065 , 0 , 20 , 10.0
Part_0066 , 0 , 8 , 8.0
Part_0067 , 0 , 13 , 10.0
Part_0068 , 0 , 7 , 7.0
Part_0069 , 0 , 7 , 7.0
Part_0070 , 0 , 17 , 17.0
Part_0071 , 0 , 16 , 16.0
Part_0072 , 0 , 15 , 15.0
Part_0073 , 0 , 18 , 18.0
Part_0074 , 0 , 19 , 19.0
Part_0075 , 0 , 8 , 8.0
Part_0076 , 0 , 12 , 12.0
Part_0077 , 0 , 12 , 12.0
Part_0078 , 0 , 20 , 19.0
Part_0079 , 0 , 25 , -0.0
Part_0080 , 0 , 19 , -0.0
Part_0081 , 0 , 17 , -0.0
Part_0082 , 0 , 11 , -0.0
Part_0083 , 0 , 39 , -0.0
Part_0084 , 0 , 18 , -0.0
Part_0085 , 0 , 11 , -0.0
Part_0086 , 0 , 23 , -0.0
Part_0087 , 0 , 9 , -0.0
Part_0088 , 0 , 13 , 0.0
Part_0089 , 0 , 16 , -0.0
Part_0090 , 0 , 19 , 0.0
Part_0091 , 0 , 8 , 0.0
Part_0092 , 0 , 10 , -0.0
Part_0093 , 0 , 13 , -0.0
Part_0094 , 0 , 15 , -0.0
Part_0095 , 0 , 12 , -0.0
Part_0096 , 0 , 14 , -0.0
Part_0097 , 0 , 12 , -0.0
Part_0098 , 0 , 5 , -0.0
Part_0099 , 0 , 5 , -0.0
Part_0100 , 0 , 16 , 0.0
Part_0101 , 0 , 16 , 0.0
Part_0102 , 0 , 14 , -0.0
Part_0103 , 0 , 18 , 0.0
Part_0104 , 0 , 16 , 0.0
Part_0105 , 0 , 23 , -0.0
Part_0106 , 0 , 18 , 0.0
Part_0107 , 0 , 15 , -0.0
Part_0108 , 0 , 8 , 8.0
Part_0109 , 0 , 19 , 8.0
Part_0110 , 0 , 19 , 8.0
Part_0111 , 0 , 13 , 8.0
Part_0112 , 0 , 10 , 8.0
Part_0113 , 0 , 16 , 8.0
Part_0114 , 0 , 12 , 12.0
Part_0115 , 0 , 4 , 4.0
Part_0116 , 0 , 11 , 11.0
Part_0117 , 0 , 6 , 6.0
Part_0118 , 0 , 4 , 4.0
Part_0119 , 0 , 11 , 11.0
Part_0120 , 0 , 14 , 12.0
Part_0121 , 0 , 13 , 12.0
Part_0122 , 0 , 29 , 12.0
Part_0123 , 0 , 18 , 12.0
Part_0124 , 0 , 12 , 12.0
Part_0125 , 0 , 44 , 12.0
Part_0126 , 0 , 11 , 11.0
Part_0127 , 0 , 22 , 0.0
Part_0128 , 0 , 16 , 0.0
Part_0129 , 0 , 6 , -0.0
Part_0130 , 0 , 16 , 0.0
Part_0131 , 0 , 12 , -0.0
Part_0132 , 0 , 16 , 0.0
Part_0133 , 0 , 13 , 0.0
Part_0134 , 0 , 14 , 0.0
Part_0135 , 0 , 21 , 0.0
Part_0136 , 0 , 19 , 0.0
Part_0137 , 0 , 14 , 0.0
Part_0138 , 0 , 13 , -0.0
Part_0139 , 0 , 13 , -0.0
Part_0140 , 0 , 18 , 0.0
Part_0141 , 0 , 12 , -0.0
Part_0142 , 0 , 15 , -0.0
Part_0143 , 0 , 14 , -0.0
Part_0144 , 0 , 20 , -0.0
Part_0145 , 0 , 18 , -0.0
Part_0146 , 0 , 17 , -0.0
Part_0147 , 0 , 10 , -0.0
Part_0148 , 0 , 19 , -0.0
Part_0149 , 0 , 12 , 0.0
Part_0150 , 0 , 16 , 0.0
Part_0151 , 0 , 15 , -0.0
Part_0152 , 0 , 18 , -0.0
Part_0153 , 0 , 14 , -0.0
Part_0154 , 0 , 21 , 0.0
Part_0155 , 0 , 11 , -0.0
Part_0156 , 0 , 5 , 0.0
Part_0157 , 0 , 4 , 0.0
Part_0158 , 0 , 12 , 12.0
Part_0159 , 0 , 5 , 5.0
Part_0160 , 0 , 54 , 12.0
Part_0161 , 0 , 10 , 10.0
Part_0162 , 0 , 8 , 8.0
Part_0163 , 0 , 21 , 0.0
Part_0164 , 0 , 16 , 16.0
Part_0165 , 0 , 14 , 14.0
Part_0166 , 0 , 7 , 7.0
Part_0167 , 0 , 10 , 10.0
Part_0168 , 0 , 57 , 16.0
Part_0169 , 0 , 9 , 9.0
Part_0170 , 0 , 5 , 5.0
Part_0171 , 0 , 17 , 10.0
Part_0172 , 0 , 7 , 7.0
Part_0173 , 0 , 21 , 10.0
Part_0174 , 0 , 13 , 10.0
Part_0175 , 0 , 10 , 10.0
Part_0176 , 0 , 4 , 4.0
Part_0177 , 0 , 10 , 10.0
Part_0178 , 0 , 10 , 10.0
Part_0179 , 0 , 11 , 10.0
Part_0180 , 0 , 10 , 10.0
Part_0181 , 0 , 15 , 15.0
Part_0182 , 0 , 4 , 0.0
Part_0183 , 0 , 3 , -0.0
Part_0184 , 0 , 14 , 0.0
Part_0185 , 0 , 12 , 0.0
Part_0186 , 0 , 11 , 11.0
Part_0187 , 0 , 12 , -0.0
Part_0188 , 0 , 5 , -0.0
Part_0189 , 0 , 4 , 4.0
Part_0190 , 0 , 12 , 12.0
Part_0191 , 0 , 11 , 0.0
Part_0192 , 0 , 20 , -0.0
Retail_0015 , 4.0 , 0 , 0.0
Part_0193 , 0 , 20 , 0.0
Part_0194 , 0 , 4 , 4.0
Part_0195 , 0 , 16 , 16.0
Part_0196 , 0 , 13 , -0.0
Part_0197 , 0 , 11 , 0.0
Part_0198 , 0 , 20 , 0.0
